0.009399031,0.009399031,0.015921339
0.012922554,0.012922554,0.015973897
0.025600106,0.025600106,0.024198968
0.034074245,0.034074245,0.034801698
0.044730743,0.044730743,0.044623893
0.055066691,0.055066691,0.057483591
0.072653339,0.072653339,0.067454269
0.074642777,0.074642777,0.080992066
0.095680083,0.095680083,0.087868582
0.093282887,0.093282887,0.102208559
0.117662708,0.117662708,0.113844811
0.130588837,0.130588837,0.123309277
0.121676286,0.121676286,0.128715934
0.133882679,0.133882679,0.133953101
0.146300338,0.146300338,0.147356303
0.161885891,0.161885891,0.154072078
0.154030004,0.154030004,0.166564297
0.183776996,0.183776996,0.176072425
0.190410275,0.190410275,0.193585061
0.206567911,0.206567911,0.203197443
0.212614142,0.212614142,0.213262697
0.220606039,0.220606039,0.224135725
0.239186993,0.239186993,0.231002605
0.233214783,0.233214783,0.233485826
0.228055703,0.228055703,0.236643428
0.248659799,0.248659799,0.246878055
0.263918664,0.263918664,0.260237476
0.268133966,0.268133966,0.276562019
0.297633428,0.297633428,0.288327086
0.299213864,0.299213864,0.301419573
0.307411428,0.307411428,0.304183797
0.305926101,0.305926101,0.315328616
0.33264832,0.33264832,0.325002552
0.336433234,0.336433234,0.339443291
0.349248318,0.349248318,0.350071609
0.364533273,0.364533273,0.362780403
0.374559618,0.374559618,0.371503842
0.375418636,0.375418636,0.379819824
0.389481217,0.389481217,0.385082588
0.390347913,0.390347913,0.392923031
0.398939963,0.398939963,0.392591325
0.3884861,0.3884861,0.406780047
0.432914078,0.432914078,0.410560331
0.410280814,0.410280814,0.429900608
0.446506933,0.446506933,0.437150407
0.454663473,0.454663473,0.451903193
0.454539172,0.454539172,0.451708822
0.445923822,0.445923822,0.460652412
0.481494243,0.481494243,0.471454322
0.486944901,0.486944901,0.484630619
0.485452712,0.485452712,0.489761796
0.496887774,0.496887774,0.498270548
0.512471156,0.512471156,0.511151342
0.524095095,0.524095095,0.515482273
0.509880566,0.509880566,0.517550717
0.518676491,0.518676491,0.52403665
0.543552892,0.543552892,0.539628524
0.556656188,0.556656188,0.550650358
0.551741994,0.551741994,0.55759378
0.564383157,0.564383157,0.565783147
0.581224288,0.581224288,0.572198393
0.570987735,0.570987735,0.58470814
0.601912396,0.601912396,0.586272002
0.585915876,0.585915876,0.600891493
0.614846208,0.614846208,0.608869774
0.625847239,0.625847239,0.624583657
0.633057522,0.633057522,0.633821672
0.642560255,0.642560255,0.638399993
0.6395822,0.6395822,0.641800509
0.643259072,0.643259072,0.638041831
0.631284221,0.631284221,0.645399217
0.661654356,0.661654356,0.654841671
0.671586436,0.671586436,0.671944909
0.682593935,0.682593935,0.679730775
0.685011954,0.685011954,0.689778406
0.701729329,0.701729329,0.69749003
0.705728807,0.705728807,0.704531408
0.706136087,0.706136087,0.710652514
0.720092647,0.720092647,0.716893996
0.724453254,0.724453254,0.713370715
0.695566245,0.695566245,0.720373837
0.741102011,0.741102011,0.723859586
0.734910503,0.734910503,0.741567856
0.748691056,0.748691056,0.751386546
0.77055808,0.77055808,0.760845655
0.76328783,0.76328783,0.765016551
0.761203745,0.761203745,0.768376917
0.780639176,0.780639176,0.769744433
0.767390379,0.767390379,0.777969492
0.785878922,0.785878922,0.783156825
0.796201176,0.796201176,0.794026699
0.81656932,0.8,0.795693212
0.79087846,0.79087846,0.792707899
0.787245236,0.787245236,0.792707899
0.8273531,0.8,0.795748412
0.818438558,0.8,0.8
0.832645351,0.8,0.8
0.817286055,0.8,0.8
0.842700309,0.8,0.8
0.832954077,0.8,0.8
0.832856531,0.8,0.8
0.850348682,0.8,0.8
0.873285696,0.8,0.8
0.868354525,0.8,0.8
0.865170339,0.8,0.8
0.887485714,0.8,0.8
0.87794008,0.8,0.8
0.884308529,0.8,0.8
0.877875336,0.8,0.8
0.887660263,0.8,0.8
0.900968375,0.8,0.8
0.913868293,0.8,0.8
0.901101383,0.8,0.8
0.904273352,0.8,0.8
0.900008085,0.8,0.8
0.905226526,0.8,0.8
0.922394298,0.8,0.8
0.928259664,0.8,0.8
0.921884241,0.8,0.8
0.943095387,0.8,0.8
0.927383712,0.8,0.8
0.931306136,0.8,0.8
0.944431599,0.8,0.8
0.970804007,0.8,0.8
0.962151894,0.8,0.8
0.960539883,0.8,0.8
0.949590487,0.8,0.8
0.957925515,0.8,0.8
0.954213298,0.8,0.8
0.953888612,0.8,0.8
0.955084404,0.8,0.8
0.980036168,0.8,0.8
0.989369359,0.8,0.8
0.959937329,0.8,0.8
0.976590573,0.8,0.8
0.979181354,0.8,0.8
0.983289302,0.8,0.8
0.965255151,0.8,0.8
0.97914946,0.8,0.8
0.986918537,0.8,0.8
0.998568042,0.8,0.8
0.962802725,0.8,0.8
0.996248818,0.8,0.8
0.990208671,0.8,0.8
0.98103873,0.8,0.8
0.998166292,0.8,0.8
0.992219495,0.8,0.8
1.00180327,0.8,0.8
0.992207367,0.8,0.8
1.004955563,0.8,0.8
1.003101212,0.8,0.8
1.002126912,0.8,0.8
1.004981007,0.8,0.8
1.00554487,0.8,0.8
1.024383179,0.8,0.8
1.003767612,0.8,0.8
0.979645865,0.8,0.8
1.002667228,0.8,0.8
0.991353946,0.8,0.8
1.004182003,0.8,0.8
1.008803069,0.8,0.8
0.992859606,0.8,0.8
1.006895164,0.8,0.8
0.997785686,0.8,0.8
1.006812381,0.8,0.8
0.967485928,0.8,0.8
1.000786987,0.8,0.8
1.010905511,0.8,0.8
0.99610618,0.8,0.8
1.01425659,0.8,0.8
0.977262609,0.8,0.8
0.999333022,0.8,0.8
0.985483848,0.8,0.8
0.97482737,0.8,0.8
0.990229207,0.8,0.8
0.975771872,0.8,0.8
0.977429308,0.8,0.8
0.984415967,0.8,0.8
0.962209894,0.8,0.8
0.982955567,0.8,0.8
0.975115229,0.8,0.8
0.974034469,0.8,0.8
0.966188785,0.8,0.8
0.96770624,0.8,0.8
0.950701155,0.8,0.8
0.959409666,0.8,0.8
0.953638601,0.8,0.8
0.965353918,0.8,0.8
0.933785389,0.8,0.8
0.953978309,0.8,0.8
0.959216144,0.8,0.8
0.929348065,0.8,0.8
